# ori,sf,tf,onset,offset
0.000000000000000000e+00,2.567394094993581330e-02,5.000000000000000000e-01,1.099999644793570042e-05,2.031515799986664206e+00
1.200000000000000000e+02,2.567394094993581330e-02,5.000000000000000000e-01,2.549191399986739270e+00,4.581932499990216456e+00
2.400000000000000000e+02,2.567394094993581330e-02,5.000000000000000000e-01,5.099255499997525476e+00,7.118017499989946373e+00
